doc_id,metric,tfidf,bbidf,diff,improvement_pct
20,R@5,0.4444444444444444,0.3333333333333333,-0.1111111111111111,-25.0
21,R@5,0.16666666666666666,0.16666666666666666,0.0,0.0
22,R@5,0.5,0.5,0.0,0.0
23,R@5,0.3,0.3,0.0,0.0
24,R@5,0.6666666666666666,0.5,-0.16666666666666663,-24.999999999999993
25,R@5,0.8333333333333334,0.8333333333333334,0.0,0.0
26,R@5,0.75,0.75,0.0,0.0
27,R@5,0.42857142857142855,0.42857142857142855,0.0,0.0
28,R@5,0.14285714285714285,0.14285714285714285,0.0,0.0
29,R@5,0.4,0.6,0.19999999999999996,49.999999999999986
30,R@5,0.5,0.5,0.0,0.0
31,R@5,0.375,0.375,0.0,0.0
32,R@5,0.5,0.75,0.25,50.0
0,F1@5,0.10526315789473682,0.10526315789473682,0.0,0.0
1,F1@5,0.0,0.20000000000000004,0.20000000000000004,
2,F1@5,0.6666666666666665,0.6666666666666665,0.0,0.0
3,F1@5,0.3333333333333333,0.3333333333333333,0.0,0.0
4,F1@5,0.4000000000000001,0.4000000000000001,0.0,0.0
5,F1@5,0.625,0.625,0.0,0.0
6,F1@5,0.5,0.5,0.0,0.0
7,F1@5,0.3636363636363636,0.3636363636363636,0.0,0.0
8,F1@5,0.1818181818181818,0.3636363636363636,0.1818181818181818,100.0
9,F1@5,0.4000000000000001,0.4000000000000001,0.0,0.0
11,F1@5,0.4444444444444445,0.4444444444444445,0.0,0.0
13,F1@5,0.5454545454545454,0.3636363636363636,-0.18181818181818182,-33.333333333333336
15,F1@5,0.3333333333333333,0.16666666666666666,-0.16666666666666666,-50.0
16,F1@5,0.625,0.625,0.0,0.0
17,F1@5,0.16666666666666666,0.16666666666666666,0.0,0.0
18,F1@5,0.4000000000000001,0.4000000000000001,0.0,0.0
19,F1@5,0.5454545454545454,0.7272727272727272,0.18181818181818177,33.33333333333333
20,F1@5,0.5714285714285714,0.42857142857142855,-0.14285714285714285,-25.0
21,F1@5,0.1818181818181818,0.1818181818181818,0.0,0.0
22,F1@5,0.4444444444444445,0.4444444444444445,0.0,0.0
23,F1@5,0.4,0.4,0.0,0.0
24,F1@5,0.7272727272727272,0.5454545454545454,-0.18181818181818177,-24.999999999999996
25,F1@5,0.9090909090909091,0.9090909090909091,0.0,0.0
26,F1@5,0.6666666666666665,0.6666666666666665,0.0,0.0
27,F1@5,0.5,0.5,0.0,0.0
28,F1@5,0.16666666666666666,0.16666666666666666,0.0,0.0
29,F1@5,0.4000000000000001,0.6,0.1999999999999999,49.999999999999964
30,F1@5,0.4444444444444445,0.4444444444444445,0.0,0.0
31,F1@5,0.4615384615384615,0.4615384615384615,0.0,0.0
32,F1@5,0.4444444444444445,0.6666666666666665,0.22222222222222204,49.99999999999996
0,nDCG@5,0.3391602052736161,0.3391602052736161,0.0,0.0
1,nDCG@5,0.0,0.14606834984270645,0.14606834984270645,
2,nDCG@5,0.592512031964586,0.75369761125927,0.16118557929468402,27.20376475060644
3,nDCG@5,0.4703652827859579,0.5531464700081437,0.08278118722218575,17.599340396016373
4,nDCG@5,0.5531464700081437,0.5087403079104241,-0.044406162097719526,-8.027921085181248
5,nDCG@5,1.0,1.0,0.0,0.0
